Rank,Player Team (Bye),POS,CBS,Sleeper,RTSports,AVG
88,Emmanuel Sanders,WR35,79.0,,,91.0
89,Cam Newton O,QB10,81.0,,,91.0
90,Christian Kirk HOU (10),WR36,86.0,,,91.3
91,Sterling Shepard TB (7),WR37,90.0,,,93.5
92,Corey Davis,WR38,114.0,,,95.5
93,Marvin Jones Jr. O,WR39,98.0,,,97.0
94,LeSean McCoy,RB36,107.0,,,98.3
95,Eric Ebron O,TE9,102.0,,,99.0
96,Ben Roethlisberger O,QB11,66.0,,,99.5
97,Matt Breida,RB37,93.0,,,99.8
98,Curtis Samuel BUF (6),WR40,100.0,,,100.0
99,Devin Singletary NYG (11),RB38,96.0,,,100.8
100,Rashaad Penny O,RB39,104.0,,,101.3
101,David Njoku CLE (7),TE10,111.0,,,102.0
102,Darrell Henderson Jr.,RB40,108.0,,,102.3
103,Jameis Winston NYG (11),QB12,92.0,,,103.5
104,Larry Fitzgerald,WR41,103.0,,,103.8
105,Tom Brady,QB13,80.0,,,104.0
106,Lamar Jackson BAL (8),QB14,101.0,,,104.3
107,Peyton Barber,RB41,97.0,,,111.3
108,Kyler Murray ARI (12),QB15,113.0,,,111.8
109,Dante Pettis NO (9),WR42,122.0,,,112.0
110,Kareem Hunt KC (12),RB42,141.0,,,113.0
111,Los Angeles Rams DST (9),DST2,125.0,,,113.0
112,Royce Freeman,RB43,123.0,,,113.3
113,Marquez Valdes-Scantling SEA (11),WR43,119.0,,,113.5
114,Tony Pollard TEN (11),RB44,117.0,,,114.3
115,Courtland Sutton DEN (10),WR44,134.0,,,114.8
116,Philip Rivers,QB16,106.0,,,115.0
117,Delanie Walker O,TE11,94.0,,,116.3
118,Greg Zuerlein,K1,105.0,,,117.5
119,James Washington,WR45,126.0,,,119.3
120,Geronimo Allison,WR46,137.0,,,123.3
121,Darwin Thompson,RB45,116.0,,,123.8
122,Dak Prescott DAL (8),QB17,124.0,,,123.8
123,Adrian Peterson,RB46,132.0,,,124.8
124,Justin Tucker,K2,110.0,,,125.5
125,Jacksonville Jaguars DST (10),DST3,115.0,,,125.5
126,Minnesota Vikings DST (12),DST4,99.0,,,125.8
127,DeSean Jackson O,WR47,133.0,,,130.5
128,Justin Jackson,RB47,144.0,,,131.3
129,Austin Hooper NE (10),TE12,118.0,,,132.3
130,Kalen Ballage O,RB48,140.0,,,132.8
131,Dion Lewis,RB49,112.0,,,133.8
132,Michael Gallup WAS (10),WR48,146.0,,,135.3
133,Baltimore Ravens DST (8),DST5,156.0,,,135.3
134,Kirk Cousins ATL (9),QB18,135.0,,,137.0
135,Donte Moncrief,WR49,129.0,,,139.0
136,T.J. Hockenson MIN (12) O,TE13,130.0,,,139.3
137,Jaylen Samuels,RB50,138.0,,,139.3
138,Harrison Butker KC (12),K3,143.0,,,139.5
139,Tyrell Williams,WR50,155.0,,,140.5
140,Mark Andrews BAL (8),TE14,136.0,,,144.8
141,Mitchell Trubisky BUF (6),QB19,148.0,,,146.5
142,John Brown,WR51,153.0,,,147.0
143,Stephen Gostkowski O,K4,128.0,,,147.3
144,Anthony Miller BAL (8),WR52,167.0,,,147.8
145,DK Metcalf PIT (7),WR53,171.0,,,148.3
146,Golden Tate,WR54,164.0,,,148.5
147,Greg Olsen,TE15,173.0,,,151.3
148,Justice Hill BAL (8),RB51,162.0,,,151.5
149,Ronald Jones II,RB52,174.0,,,152.5
150,Jimmy Garoppolo LAR (9),QB20,145.0,,,154.3
151,Carlos Hyde,RB53,161.0,,,155.5
152,Trey Burton O,TE16,177.0,,,156.3
153,Alexander Mattison MIA (5),RB54,175.0,,,159.3
154,Josh Allen BUF (6),QB21,157.0,,,159.3
155,Denver Broncos DST (10),DST6,151.0,,,161.5
156,New England Patriots DST (10),DST7,158.0,,,161.8
157,Houston Texans DST (10),DST8,154.0,,,161.8
158,Keke Coutee,WR55,180.0,,,162.0
159,Damien Harris,RB55,189.0,,,163.5
160,Ka'imi Fairbairn HOU (10),K5,170.0,,,164.3
161,Buffalo Bills DST (6),DST9,121.0,,,166.8
162,Cleveland Browns DST (7),DST10,181.0,,,168.8
163,Dallas Cowboys DST (8),DST11,163.0,,,170.5
164,Ito Smith O,RB56,190.0,,,171.5
165,Jamison Crowder,WR56,172.0,,,172.5
166,Matthew Stafford LAR (9) O,QB22,176.0,,,176.5
167,Robbie Gould,K6,147.0,,,179.3
168,Los Angeles Chargers DST (12),DST12,142.0,,,143.3
169,Kyle Rudolph,TE17,152.0,,,146.3
170,Deebo Samuel Sr. WAS (10),WR57,200.0,,,185.3
171,Wil Lutz DEN (10),K7,149.0,,,149.7
172,Seattle Seahawks DST (11),DST13,191.0,,,187.0
173,N'Keal Harry,WR58,185.0,,,154.0
174,Jordan Reed,TE18,120.0,,,156.7
175,Marquise Goodwin,WR59,187.0,,,193.0
176,New Orleans Saints DST (9),DST14,127.0,,,158.7
177,Jimmy Graham,TE19,160.0,,,158.7
178,Jake Elliott PHI (10),K8,199.0,,,196.0
179,Philadelphia Eagles DST (10),DST15,183.0,,,199.8
180,Mohamed Sanu Sr.,WR60,139.0,,,168.0
181,Michael Badgley,K9,205.0,,,202.8
182,Derek Carr,QB23,159.0,,,172.0
183,Nyheim Hines,RB57,194.0,,,175.7
184,Marquise Brown KC (12),WR61,195.0,,,178.0
185,Mecole Hardman Jr. GB (11),WR62,192.0,,,179.0
186,Sam Darnold SEA (11),QB24,182.0,,,185.7
187,Kenny Stills,WR63,201.0,,,186.7
188,Kansas City Chiefs DST (12),DST16,169.0,,,188.3
189,C.J. Anderson,RB58,202.0,,,188.7
190,Chris Thompson,RB59,150.0,,,189.0
191,Noah Fant SEA (11),TE20,186.0,,,190.3
192,Pittsburgh Steelers DST (7),DST17,166.0,,,192.3
193,Jamaal Williams,RB60,214.0,,,200.3
194,Darren Waller,TE21,188.0,,,202.7
195,Nick Foles,QB25,184.0,,,205.3
196,Jalen Richard,RB61,165.0,,,206.0
197,Zay Jones ARI (12),WR64,197.0,,,206.3
198,Malcolm Brown,RB62,,,,207.7
199,Dare Ogunbowale HOU (10),RB63,,,,208.3
200,Devin Funchess O,WR65,,,,163.5
201,Marqise Lee,WR66,131.0,,,209.0
202,Nelson Agholor,WR67,208.0,,,210.0
203,Mason Crosby,K10,206.0,,,210.3
204,DaeSean Hamilton,WR68,198.0,,,210.7
205,Albert Wilson,WR69,212.0,,,212.7
206,Matt Prater,K11,196.0,,,213.3
207,DeVante Parker,WR70,,,,172.5
208,Tre'Quan Smith,WR71,,,,174.0
209,Ty Montgomery II,RB64,209.0,,,217.3
210,Jack Doyle,TE22,207.0,,,217.7
211,Jason Witten,TE23,204.0,,,218.7
212,Frank Gore,RB65,193.0,,,219.7
213,Miles Boykin CHI (6),WR72,,,,225.3
214,Adam Vinatieri O,K12,216.0,,,226.3
215,Indianapolis Colts DST (6),DST18,168.0,,,226.7
216,Matt Bryant,K13,211.0,,,250.3
217,Jason Myers SEA (11),K14,217.0,,,228.0
218,Brett Maher,K15,213.0,,,228.3
219,Chris Herndon IV O,TE24,,,,196.0
220,Green Bay Packers DST (11),DST19,178.0,,,231.0
221,Adam Humphries,WR73,,,,200.5
222,J.J. Arcega-Whiteside,WR74,,,,201.0
223,Tennessee Titans DST (11),DST20,203.0,,,233.7
224,Dallas Goedert PHI (10),TE25,,,,207.0
225,Giovani Bernard,RB66,,,,207.5
226,Austin Seibert,K16,215.0,,,240.3
227,Parris Campbell DAL (8) O,WR75,,,,211.5
228,Chris Boswell PIT (7),K17,218.0,,,242.3
229,Marcus Mariota WAS (10),QB26,,,,215.0
230,A.J. Brown PHI (10),WR76,,,,218.5
231,Gus Edwards,RB67,,,,218.5
232,Randall Cobb,WR77,,,,219.0
233,Cameron Brate,TE26,210.0,,,259.3
234,Giorgio Tavecchio,K18,,,,229.5
235,Mike Davis,RB68,,,,231.0
236,Demaryius Thomas,WR78,,,,232.0
237,Washington Commanders DST (10),DST21,179.0,,,256.0
238,Andy Isabella,WR79,,,,234.0
239,Chase Edmonds,RB69,,,,234.5
240,Chris Moore WAS (10),WR80,,,,288.5
241,Tyler Eifert,TE27,,,,241.5
242,Antonio Callaway O,WR81,,,,187.0
243,Jacoby Brissett ARI (12),QB27,,,,243.0
244,Darrel Williams O,RB70,,,,189.0
245,T.J. Yeldon,RB71,,,,244.0
246,Ted Ginn Jr.,WR82,,,,248.5
247,Quincy Enunwa O,WR83,,,,246.5
248,Kelvin Harmon DAL (8),WR84,,,,196.0
249,Willie Snead IV,WR85,,,,249.0
250,Trayveon Williams NE (10),RB72,,,,200.0
251,Andy Dalton CAR (7),QB28,,,,250.0
252,Mike Gesicki CIN (9),TE28,,,,250.5
253,Diontae Johnson CLE (7),WR86,,,,203.0
254,San Francisco 49ers DST (4),DST22,,,,251.0
255,Ryquell Armstead,RB73,,,,251.5
256,Rashard Higgins,WR87,,,,254.5
257,Aldrick Rosas,K19,,,,254.5
258,Robert Foster,WR88,,,,211.0
259,Jakobi Meyers LV (),WR89,,,,212.0
260,Preston Williams O,WR90,,,,213.0
261,Cole Beasley,WR91,,,,256.0
262,Matt LaCosse,TE29,,,,222.0
263,Dontrell Hilliard,RB74,,,,260.5
264,Trey Quinn O,WR92,,,,262.0
265,Paul Richardson Jr. O,WR93,,,,262.0
266,Atlanta Falcons DST (9),DST23,,,,269.0
267,Irv Smith Jr. HOU (10),TE30,,,,229.0
268,Dan Bailey,K20,,,,264.0
269,Jalen Hurd,WR94,,,,230.0
270,Matt Gay WAS (10),K21,,,,265.0
271,Danny Amendola,WR95,,,,265.0
272,Benjamin Watson,TE31,,,,289.0
273,Joe Flacco CLE (7) O,QB29,,,,270.5
274,Riley Ridley,WR96,,,,241.0
275,Ryan Succop O,K22,,,,281.5
276,Arizona Cardinals DST (12),DST24,,,,242.0
277,Las Vegas Raiders DST (),DST25,,,,312.0
278,Carolina Panthers DST (7),DST26,,,,271.5
279,Jake Kumerow,WR97,,,,307.5
280,Alfred Morris,RB75,,,,246.0
281,Brian Hill,RB76,,,,247.0
282,Dwayne Haskins,QB30,,,,273.0
283,Qadree Ollison,RB77,,,,251.0
284,Hunter Renfrow CAR (7),WR98,,,,275.0
285,New York Jets DST (4),DST27,,,,281.0
286,Demarcus Robinson SF (4),WR99,,,,257.0
287,Josh Doctson,WR100,,,,279.0
288,Dexter Williams,RB78,,,,260.0
289,Damarea Crockett,RB79,,,,260.0
290,Will Dissly LAC (12) O,TE32,,,,312.5
291,DJ Chark Jr.,WR101,,,,262.0
292,Josh Reynolds NYJ (4),WR102,,,,263.0
293,John Ross,WR103,,,,282.0
294,Gerald Everett,TE33,,,,266.0
295,Eddy Pineiro,K23,,,,282.5
296,Brandon McManus GB (11),K24,,,,296.0
297,Myles Gaskin,RB80,,,,267.0
298,Detroit Lions DST (5),DST28,,,,289.0
299,Cincinnati Bengals DST (9),DST29,,,,271.0
300,David Moore CAR (7),WR104,,,,272.0
301,Wayne Gallman Jr.,RB81,,,,301.5
302,KeeSean Johnson,WR105,,,,273.0
303,Jay Ajayi,RB82,,,,274.0
304,Stephen Hauschka,K25,,,,322.5
305,Daniel Carlson LV (),K26,,,,324.0
306,Bruce Anderson III,RB83,,,,276.0
307,Miami Dolphins DST (5),DST30,,,,317.0
308,Phillip Dorsett II,WR106,,,,308.5
309,Theo Riddick,RB84,,,,279.0
310,Ian Thomas LV (),TE34,,,,280.0
311,Travis Benjamin,WR107,,,,281.0
312,Rex Burkhead,RB85,,,,290.0
313,Taylor Gabriel,WR108,,,,282.0
314,Vernon Davis,TE35,,,,338.0
315,Josh Lambo,K27,,,,327.5
316,Benny Snell Jr.,RB86,,,,284.0
317,Eli Manning,QB31,,,,295.0
318,Alfred Blue,RB87,,,,292.0
319,Joey Slye TEN (11),K28,,,,332.0
320,Daniel Jones IND (6),QB32,,,,324.0
321,Doug Martin,RB88,,,,289.0
322,Taywan Taylor,WR109,,,,291.0
323,Ryan Fitzpatrick,QB33,,,,307.5
324,Josh Rosen,QB34,,,,292.0
325,New York Giants DST (11),DST31,,,,339.0
326,Dustin Hopkins CLE (7),K29,,,,332.0
327,Randy Bullock,K30,,,,322.5
328,Corey Clement,RB89,,,,298.0
329,Alex Collins,RB90,,,,300.0
330,Chris Conley,WR110,,,,301.0
331,Hayden Hurst,TE36,,,,303.0
332,Devontae Booker,RB91,,,,308.0
333,Chris Hogan,WR111,,,,310.0
334,Laquon Treadwell IND (6),WR112,,,,313.0
335,,1,,,,314.0
336,Kendrick Bourne NE (10),WR113,,,,315.0
337,Ricky Seals-Jones,TE37,,,,316.0
338,Case Keenum CHI (6),QB35,,,,317.0
339,Deon Cain,WR114,,,,318.0
340,Zach Zenner,RB92,,,,319.0
341,Blake Jarwin,TE38,,,,320.0
342,Spencer Ware,RB93,,,,321.0
343,Breshad Perriman,WR115,,,,323.0
344,Cordarrelle Patterson PIT (7),RB94,,,,325.0
345,Bilal Powell,RB95,,,,327.0
346,Michael Crabtree,WR116,,,,329.0
347,Cameron Artis-Payne,RB96,,,,330.0
348,C.J. Uzomah,TE39,,,,332.0
349,Chester Rogers O,WR117,,,,333.0
350,Jesse James,TE40,,,,334.0
351,Jaron Brown,WR118,,,,335.0
352,Wendell Smallwood,RB97,,,,336.0
353,Kyle Juszczyk SF (4),RB98,,,,337.0
354,Jordan Matthews,TE41,,,,338.0
355,Seth Roberts,WR119,,,,340.0
356,Geoff Swaim,TE42,,,,341.0
357,Jarius Wright,WR120,,,,342.0
358,Tajae Sharpe,WR121,,,,343.0
359,Drew Lock SEA (11),QB36,,,,344.0
360,Isaiah McKenzie,WR122,,,,345.0
361,Tim Patrick DET (5),WR123,,,,347.0
362,Keelan Cole Sr.,WR124,,,,349.0
363,Jordan Wilkins,RB99,,,,350.0
364,Jordan Thomas,TE43,,,,351.0
365,Kapri Bibbs,RB100,,,,352.0
366,James Develin O,RB101,,,,353.0
367,Blake Bortles,QB37,,,,354.0
368,Zach Pascal NYG (11),WR125,,,,355.0
369,Nick Vannett,TE44,,,,356.0
370,Aldrick Robinson,WR126,,,,357.0
371,Ryan Tannehill,QB38,,,,359.0
372,C.J. Beathard,QB39,,,,361.0
373,Chris Ivory,RB102,,,,362.0
374,Terry McLaurin WAS (10),WR127,,,,363.0
375,Jason Sanders MIA (5),K31,,,,365.0
376,Manasseh Garner,TE45,,,,366.0
377,Demetrius Harris,TE46,,,,368.0
378,Felton Davis III,WR128,,,,374.0
379,Ty Johnson BUF (6),RB103,,,,375.0
380,Greg Joseph SF (4),K32,,,,376.0
381,James O'Shaughnessy O,TE47,,,,377.0
382,Dawson Knox BUF (6),TE48,,,,379.0
383,Darren Sproles O,RB104,,,,380.0
384,Jeff Heuerman,TE49,,,,381.0
385,Garrett Gilbert,QB40,,,,383.0
386,Trent Taylor SF (4) O,WR129,,,,384.0
387,Mason Rudolph PIT (7) O,QB41,,,,386.0
388,C.J. Prosise O,RB105,,,,387.0
389,De'Angelo Henderson Sr.,RB106,,,,388.0
390,Quadree Henderson,WR130,,,,389.0
391,Gary Jennings Jr. O,WR131,,,,390.0
392,Tampa Bay Buccaneers DST (7),DST32,,,,391.0
393,Jakeem Grant Sr.,WR132,,,,393.0
394,Mark Walton,RB107,,,,395.0
395,Josh Oliver MIN (12) O,TE50,,,,396.0
396,Dontrelle Inman,WR133,,,,397.0
397,Ryan Switzer,WR134,,,,398.0
398,Andre Ellington,RB108,,,,399.0
399,Tyler Kroft,TE51,,,,401.0
400,Jonnu Smith MIA (5),TE52,,,,402.0
401,Foster Moreau NO (9),TE53,,,,403.0
402,Bryce Love,RB109,,,,408.0
403,D'Onta Foreman,RB110,,,,409.0
